எண்,பால்,இயல்,அதிகாரம்,குறள்
1251,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"காமக் கணிச்சி உடைக்கும் நிறையென்னும்
நாணுத்தாழ் வீழ்த்த கதவு."
1252,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"காமம் எனவொன்றோ கண்ணின்றென் நெஞ்சத்தை
யாமத்தும் ஆளும் தொழில்."
1253,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"மறைப்பேன்மன் காமத்தை யானோ குறிப்பின்றித்
தும்மல்போல் தோன்றி விடும்."
1254,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"நிறையுடையேன் என்பேன்மன் யானோஎன் காமம்
மறையிறந்து மன்று படும்."
1255,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"செற்றார்பின் செல்லாப் பெருந்தகைமை காமநோய்
உற்றார் அறிவதொன்று அன்று."
1256,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"செற்றவர் பின்சேறல் வேண்டி அளித்தரோ
எற்றென்னை உற்ற துயர்."
1257,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"நாணென ஒன்றோ அறியலம் காமத்தால்
பேணியார் பெட்ப செயின்."
1258,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"பன்மாயக் கள்வன் பணிமொழி அன்றோநம்
பெண்மை உடைக்கும் படை."
1259,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"புலப்பல் எனச்சென்றேன் புல்லினேன் நெஞ் சம்
கலத்தல் உறுவது கண்டு."
1260,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.11 நிறையழிதல்,"நிணந்தீயில் இட்டன்ன நெஞ்சினார்க்கு உண்டோ
புணர்ந்தூடி நிற்பேம் எனல்."
1261,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"வாளற்றுப் புற்கென்ற கண்ணும் அவர்சென்ற
நாளொற்றித் தேய்ந்த விரல்."
1262,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"இலங்கிழாய் இன்று மறப்பின்என் தோள்மேல்
கலங்கழியும் காரிகை நீத்து."
1263,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"உரன்நசைஇ உள்ளம் துணையாகச் சென்றார்
வரல்நசைஇ இன்னும் உளேன்."
1264,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"கூடிய காமம் பிரிந்தார் வரவுள்ளிக்
கோடுகொ டேறுமென் நெஞ்சு."
1265,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"காண்கமன் கொண்கனைக் கண்ணாரக் கண்டபின்
நீங்கும்என் மென்தோள் பசப்பு."
1266,3. காமத்துப்பால்,3.2 கற்பியல்,3.2.12 அவர்வயின்விதும்பல்,"வருகமன் கொண்கன் ஒருநாள் பருகுவன்
பைதல்நோய் எல்லாம் கெட."
